# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Aug 25 06:57:17 2024
#
# User preference: *
#
# CONSTRAINT:  where (hd_name like '%HD%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN hd_name:        HD ID
# COLUMN hip_name:       HIP ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN disc_year:      Discovery Year
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_massj:       Planet Mass [Jupiter Mass]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN glat:           Galactic Latitude [deg]
# COLUMN glon:           Galactic Longitude [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,hostname,pl_letter,hd_name,hip_name,default_flag,sy_snum,sy_pnum,sy_mnum,disc_year,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,st_refname,st_spectype,st_teff,st_rad,st_mass,st_logg,sy_refname,glat,glon,sy_dist,sy_vmag,sy_gaiamag
47 UMa c,47 UMa,c,HD 95128,HIP 53721,0,1,3,0,2001,0,2287.00000000,3.404000,,,,,157.96072,0.49700,Msini,0.179000,,,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,,5829.16,1.14,1.01,4.33,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,63.36770,175.78305,13.7967000,5.0335200,4.8783700
47 UMa d,47 UMa,d,HD 95128,HIP 53721,1,1,3,0,2009,0,14002.00000000,11.600000,,,,,521.22000,1.64000,Msini,0.160000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5872.00,1.21,1.06,4.30,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,63.36770,175.78305,13.7967000,5.0335200,4.8783700
47 UMa d,47 UMa,d,HD 95128,HIP 53721,0,1,3,0,2009,0,19000.00000000,13.800000,,,,,479.92089,1.51000,Msini,0.380000,,,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,,5829.16,1.14,1.01,4.33,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,63.36770,175.78305,13.7967000,5.0335200,4.8783700
51 Eri b,51 Eri,b,HD 29391,HIP 21547,0,3,1,0,2015,0,14965.00000000,14.000000,,,,,,,,0.210000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,7295.00,1.49,1.65,4.31,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-30.65764,198.61297,29.7575000,5.2114900,5.1580600
51 Eri b,51 Eri,b,HD 29391,HIP 21547,0,3,1,0,2015,0,11688.00000000,12.000000,,,,,,,,0.450000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,7295.00,1.49,1.65,4.31,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-30.65764,198.61297,29.7575000,5.2114900,5.1580600
51 Eri b,51 Eri,b,HD 29391,HIP 21547,1,3,1,0,2015,0,,13.200000,,,635.66000,2.00000,635.66000,2.00000,Mass,,,700,<a refstr=MACINTOSH_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015Sci...350...64M/abstract target=ref>Macintosh et al. 2015</a>,F0 IV,,,1.75,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-30.65764,198.61297,29.7575000,5.2114900,5.1580600
51 Peg b,51 Peg,b,HD 217014,HIP 113357,0,1,1,0,1995,0,4.23077000,0.052000,,,,,148.73800,0.46800,Msini,0.000000,,,<a refstr=NAEF_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...414..351N/abstract target=ref> Naef et al. 2004 </a>,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-34.72750,90.06374,15.4614000,5.4530900,5.2864700
51 Peg b,51 Peg,b,HD 217014,HIP 113357,0,1,1,0,1995,0,4.22930000,,,,,,149.38010,0.47000,Msini,0.000000,,,<a refstr=MAYOR___QUELOZ_1995 href=https://ui.adsabs.harvard.edu/abs/1995Natur.378..355M/abstract target=ref> Mayor & Queloz 1995 </a>,,5773.00,1.29,,4.32,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-34.72750,90.06374,15.4614000,5.4530900,5.2864700
51 Peg b,51 Peg,b,HD 217014,HIP 113357,0,1,1,0,1995,0,4.23079690,0.052350,,,,,147.47238,0.46400,Msini,0.004200,,,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,,5760.76,1.19,1.07,4.32,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-34.72750,90.06374,15.4614000,5.4530900,5.2864700
51 Peg b,51 Peg,b,HD 217014,HIP 113357,0,1,1,0,1995,0,4.23100000,0.052000,,,146.20180,0.46000,146.20180,0.46000,Mass,0.000000,,,<a refstr=MARTINS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A.134M/abstract target=ref>Martins et al. 2015</a>,,,,1.04,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-34.72750,90.06374,15.4614000,5.4530900,5.2864700
51 Peg b,51 Peg,b,HD 217014,HIP 113357,1,1,1,0,1995,0,4.23078500,0.052700,,,,,150.00900,0.47200,Msini,0.013000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5758.00,1.18,1.03,4.31,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-34.72750,90.06374,15.4614000,5.4530900,5.2864700
55 Cnc b,55 Cnc,b,HD 75732,HIP 43587,0,2,5,0,1996,0,14.65162000,0.115000,,,,,261.88100,0.82400,Msini,0.014000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5250.00,0.96,0.90,4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc b,55 Cnc,b,HD 75732,HIP 43587,0,2,5,0,1996,0,14.65126000,0.113800,,,,,260.61000,0.82000,Msini,0.015900,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5250.00,0.96,0.90,4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc b,55 Cnc,b,HD 75732,HIP 43587,0,2,5,0,1996,0,14.65300000,0.115000,,,,,266.97720,0.84000,Msini,0.020000,,,<a refstr=MARCY_ET_AL__2002 href=https://ui.adsabs.harvard.edu/abs/2002ApJ...581.1375M/abstract target=ref> Marcy et al. 2002 </a>,G8 V,,,0.95,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc b,55 Cnc,b,HD 75732,HIP 43587,0,2,5,0,1996,0,14.67000000,0.115000,,,,,249.17872,0.78400,Msini,0.019700,,,<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>,,,,0.95,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc b,55 Cnc,b,HD 75732,HIP 43587,0,2,5,0,1996,0,14.64700000,0.115000,,,,,289.21000,0.91000,Msini,0.030000,,,<a refstr=NAEF_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...414..351N/abstract target=ref> Naef et al. 2004 </a>,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc b,55 Cnc,b,HD 75732,HIP 43587,0,2,5,0,1996,0,14.65171000,0.116200,,,,,267.29369,0.84100,Msini,0.004800,,,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5317.89,0.96,0.97,4.46,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc b,55 Cnc,b,HD 75732,HIP 43587,0,2,5,0,1996,0,14.46531400,0.113390,,,266.96600,0.84000,266.96600,0.84000,Mass,0.002300,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5250.00,0.96,0.90,4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc b,55 Cnc,b,HD 75732,HIP 43587,1,2,5,0,1996,0,14.65160000,0.113400,,,,,255.40000,0.80360,Msini,0.000000,,,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,,5172.00,0.94,0.91,4.43,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc b,55 Cnc,b,HD 75732,HIP 43587,0,2,5,0,1996,0,14.65152000,0.115227,,,263.97850,0.83060,263.97850,0.83060,Mass,0.003400,,,<a refstr=BALUEV_2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.1493B/abstract target=ref>Baluev 2015</a>,,,,0.95,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc b,55 Cnc,b,HD 75732,HIP 43587,0,2,5,0,1996,0,14.64800000,0.110000,,,,,266.97720,0.84000,Msini,0.051000,,,<a refstr=BUTLER_ET_AL__1997 href=https://ui.adsabs.harvard.edu/abs/1997ApJ...474L.115B/abstract target=ref> Butler et al. 1997 </a>,G8 V,5200.00,,0.85,4.50,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc b,55 Cnc,b,HD 75732,HIP 43587,0,2,5,0,1996,0,14.60000000,0.113000,,,254.25000,0.80000,254.25000,0.80000,Mass,0.000000,,700,<a refstr=SALZ_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..42S/abstract target=ref>Salz et al. 2015</a>,K0 IV-V,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc b,55 Cnc,b,HD 75732,HIP 43587,0,2,5,0,1996,0,14.65100000,0.113400,,,,,254.25000,0.80000,Msini,0.004000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5250.00,0.96,0.90,4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc c,55 Cnc,c,HD 75732,HIP 43587,1,2,5,0,2004,0,44.39890000,0.237300,,,,,51.20000,0.16110,Msini,0.030000,,,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,,5172.00,0.94,0.91,4.43,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc c,55 Cnc,c,HD 75732,HIP 43587,0,2,5,0,2004,0,44.37300000,0.237350,,,56.69850,0.17840,56.69850,0.17840,Mass,0.072000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5250.00,0.96,0.90,4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc c,55 Cnc,c,HD 75732,HIP 43587,0,2,5,0,2004,0,44.37870000,0.238000,,,,,52.44000,0.16500,Msini,0.053000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5250.00,0.96,0.90,4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc c,55 Cnc,c,HD 75732,HIP 43587,0,2,5,0,2004,0,43.93000000,0.240000,,,,,68.96911,0.21700,Msini,0.440000,,,<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>,,,,0.95,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc c,55 Cnc,c,HD 75732,HIP 43587,0,2,5,0,2004,0,44.38270000,0.243200,,,,,54.34866,0.17100,Msini,0.048000,,,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5317.89,0.96,0.97,4.46,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc c,55 Cnc,c,HD 75732,HIP 43587,0,2,5,0,2004,0,44.38000000,0.237000,,,,,52.44000,0.16500,Msini,0.070000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5250.00,0.96,0.90,4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc c,55 Cnc,c,HD 75732,HIP 43587,0,2,5,0,2004,0,44.34460000,0.240000,,,,,53.71100,0.16900,Msini,0.086000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5250.00,0.96,0.90,4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc c,55 Cnc,c,HD 75732,HIP 43587,0,2,5,0,2004,0,44.41750000,0.241376,,,54.47380,0.17140,54.47380,0.17140,Mass,0.020000,,,<a refstr=BALUEV_2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.1493B/abstract target=ref>Baluev 2015</a>,,,,0.95,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc d,55 Cnc,d,HD 75732,HIP 43587,0,2,5,0,2002,0,4867.00000000,5.446000,,,1226.77000,3.86000,1226.77000,3.86000,Mass,0.026900,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5250.00,0.96,0.90,4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc d,55 Cnc,d,HD 75732,HIP 43587,0,2,5,0,2002,0,5370.00000000,5.840000,,,,,1220.42000,3.84000,Msini,0.063000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5250.00,0.96,0.90,4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc d,55 Cnc,d,HD 75732,HIP 43587,0,2,5,0,2002,0,4545.00000000,5.280000,,,,,918.49000,2.89000,Msini,0.240000,,,<a refstr=NAEF_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...414..351N/abstract target=ref> Naef et al. 2004 </a>,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc d,55 Cnc,d,HD 75732,HIP 43587,0,2,5,0,2002,0,4517.40000000,5.257000,,,,,1243.35096,3.91200,Msini,0.327000,,,<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>,,,,0.95,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc d,55 Cnc,d,HD 75732,HIP 43587,0,2,5,0,2002,0,4825.00000000,5.503000,,,1232.49300,3.87800,1232.49300,3.87800,Mass,0.019000,,,<a refstr=BALUEV_2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.1493B/abstract target=ref>Baluev 2015</a>,,,,0.95,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc d,55 Cnc,d,HD 75732,HIP 43587,1,2,5,0,2002,0,5574.20000000,5.957000,,,,,991.60000,3.12000,Msini,0.130000,,,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,,5172.00,0.94,0.91,4.43,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc d,55 Cnc,d,HD 75732,HIP 43587,0,2,5,0,2002,0,4820.00000000,5.540000,,,,,908.98924,2.86000,Msini,0.139000,,,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5317.89,0.96,0.97,4.46,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc d,55 Cnc,d,HD 75732,HIP 43587,0,2,5,0,2002,0,5360.00000000,5.900000,,,,,1287.21150,4.05000,Msini,0.160000,,,<a refstr=MARCY_ET_AL__2002 href=https://ui.adsabs.harvard.edu/abs/2002ApJ...581.1375M/abstract target=ref> Marcy et al. 2002 </a>,G8 V,,,0.95,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc d,55 Cnc,d,HD 75732,HIP 43587,0,2,5,0,2002,0,4909.00000000,5.470000,,,,,1121.89000,3.53000,Msini,0.020000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5250.00,0.96,0.90,4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc d,55 Cnc,d,HD 75732,HIP 43587,0,2,5,0,2002,0,5218.00000000,5.770000,,,,,1218.82700,3.83500,Msini,0.025000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5250.00,0.96,0.90,4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc e,55 Cnc,e,HD 75732,HIP 43587,1,2,5,0,2004,0,0.73654740,0.015440,1.875,0.167,7.99000,0.02514,7.99000,0.02514,Mass,0.050000,,,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,,5172.00,0.94,0.91,4.43,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc e,55 Cnc,e,HD 75732,HIP 43587,0,2,5,0,2004,0,0.73654170,,,,,,,,,,,,<a refstr=BOURRIER__AMP__H_EACUTE_BRARD_2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...569A..65B/abstract target=ref>Bourrier &amp; H&eacute;brard 2014</a>,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc e,55 Cnc,e,HD 75732,HIP 43587,0,2,5,0,2004,0,0.73654780,0.015439,,,8.09479,0.02547,8.09479,0.02547,Mass,0.028000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5250.00,0.96,0.90,4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc e,55 Cnc,e,HD 75732,HIP 43587,0,2,5,0,2004,0,0.73654582,,1.915,0.171,,,,,,,2657.83,1831,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5250.00,0.96,,4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc e,55 Cnc,e,HD 75732,HIP 43587,0,2,5,0,2004,0,0.73653900,0.015440,1.910,0.170,8.08000,0.02542,8.08000,0.02542,Mass,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5250.00,0.96,0.90,4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc e,55 Cnc,e,HD 75732,HIP 43587,0,2,5,0,2004,0,0.73654604,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
55 Cnc e,55 Cnc,e,HD 75732,HIP 43587,0,2,5,0,2004,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5250.00,0.96,0.90,4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,37.69663,196.79526,12.5855000,5.9508400,5.7297300
